,ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol,epoch_ts,mid
0,2025-01-01 00:00:00+00:00,35,1,5002,5949.25,5955.5,5933.5,5939.25,15385,ES.c.0,1735689600,5944.5
1,2025-01-02 00:00:00+00:00,35,1,5002,5939.25,5995.25,5874.75,5914.75,1714061,ES.c.0,1735776000,5935.0
2,2025-01-03 00:00:00+00:00,35,1,5002,5914.5,5996.75,5913.25,5985.25,1137383,ES.c.0,1735862400,5955.0
3,2025-01-05 00:00:00+00:00,35,1,5002,5994.5,5996.0,5986.0,5990.75,8159,ES.c.0,1736035200,5991.0
4,2025-01-06 00:00:00+00:00,35,1,5002,5991.0,6068.25,5980.75,6025.75,1457592,ES.c.0,1736121600,6024.5
5,2025-01-07 00:00:00+00:00,35,1,5002,6025.5,6045.5,5935.0,5958.25,1687118,ES.c.0,1736208000,5990.25
6,2025-01-08 00:00:00+00:00,35,1,5002,5958.0,5975.0,5917.0,5949.25,1697190,ES.c.0,1736294400,5946.0
7,2025-01-09 00:00:00+00:00,35,1,5002,5949.5,5957.0,5926.25,5930.5,122770,ES.c.0,1736380800,5941.625
8,2025-01-10 00:00:00+00:00,35,1,5002,5930.75,5959.25,5845.25,5861.5,1991390,ES.c.0,1736467200,5902.25
9,2025-01-12 00:00:00+00:00,35,1,5002,5864.5,5867.5,5848.0,5860.0,18210,ES.c.0,1736640000,5857.75
10,2025-01-13 00:00:00+00:00,35,1,5002,5859.75,5901.25,5809.0,5892.5,1696271,ES.c.0,1736726400,5855.125
11,2025-01-14 00:00:00+00:00,35,1,5002,5892.25,5918.5,5842.5,5886.5,1770022,ES.c.0,1736812800,5880.5
12,2025-01-15 00:00:00+00:00,35,1,5002,5886.5,6001.25,5879.5,5994.25,1556673,ES.c.0,1736899200,5940.375
13,2025-01-16 00:00:00+00:00,35,1,5002,5994.25,6017.5,5961.75,5974.5,1509025,ES.c.0,1736985600,5989.625
14,2025-01-17 00:00:00+00:00,35,1,5002,5974.25,6051.5,5972.0,6032.5,1318686,ES.c.0,1737072000,6011.75
15,2025-01-19 00:00:00+00:00,35,1,5002,6032.25,6038.5,6020.0,6023.5,10125,ES.c.0,1737244800,6029.25
16,2025-01-20 00:00:00+00:00,35,1,5002,6023.5,6078.25,6018.0,6068.0,275904,ES.c.0,1737331200,6048.125
17,2025-01-21 00:00:00+00:00,35,1,5002,6068.25,6099.25,5994.5,6096.5,1374556,ES.c.0,1737417600,6046.875
18,2025-01-22 00:00:00+00:00,35,1,5002,6096.5,6135.75,6095.25,6116.0,1152516,ES.c.0,1737504000,6115.5
19,2025-01-23 00:00:00+00:00,35,1,5002,6116.25,6154.0,6101.5,6148.0,1062086,ES.c.0,1737590400,6127.75
20,2025-01-24 00:00:00+00:00,35,1,5002,6148.0,6162.25,6122.0,6132.0,1180705,ES.c.0,1737676800,6142.125
21,2025-01-26 00:00:00+00:00,35,1,5002,6102.25,6105.25,6099.0,6103.25,30882,ES.c.0,1737849600,6102.125
22,2025-01-27 00:00:00+00:00,35,1,5002,6103.25,6104.0,5948.0,6052.5,2283205,ES.c.0,1737936000,6026.0
23,2025-01-28 00:00:00+00:00,35,1,5002,6052.5,6105.5,6023.5,6087.75,1503399,ES.c.0,1738022400,6064.5
24,2025-01-29 00:00:00+00:00,35,1,5002,6087.75,6111.5,6042.25,6068.75,1508717,ES.c.0,1738108800,6076.875
25,2025-01-30 00:00:00+00:00,35,1,5002,6068.75,6116.25,6056.5,6109.25,1537576,ES.c.0,1738195200,6086.375
26,2025-01-31 00:00:00+00:00,35,1,5002,6109.25,6147.75,6057.75,6065.5,1753527,ES.c.0,1738281600,6102.75
27,2025-02-02 00:00:00+00:00,35,1,5002,5982.25,5982.5,5942.0,5968.0,89581,ES.c.0,1738454400,5962.25
28,2025-02-03 00:00:00+00:00,35,1,5002,5967.75,6069.0,5935.5,6057.0,2161300,ES.c.0,1738540800,6002.25
29,2025-02-04 00:00:00+00:00,35,1,5002,6056.75,6068.75,5987.0,6042.25,1270321,ES.c.0,1738627200,6027.875
30,2025-02-05 00:00:00+00:00,35,1,5002,6042.5,6092.0,6020.25,6090.0,1141686,ES.c.0,1738713600,6056.125
31,2025-02-06 00:00:00+00:00,35,1,5002,6090.0,6108.5,6070.0,6100.25,1113634,ES.c.0,1738800000,6089.25
32,2025-02-07 00:00:00+00:00,35,1,5002,6100.25,6123.25,6041.25,6050.0,1606224,ES.c.0,1738886400,6082.25
33,2025-02-09 00:00:00+00:00,35,1,5002,6016.0,6061.25,6014.0,6059.5,29048,ES.c.0,1739059200,6037.625
34,2025-02-10 00:00:00+00:00,35,1,5002,6059.5,6096.0,6057.25,6077.0,943862,ES.c.0,1739145600,6076.625
35,2025-02-11 00:00:00+00:00,35,1,5002,6077.0,6098.75,6057.75,6092.75,981306,ES.c.0,1739232000,6078.25
36,2025-02-12 00:00:00+00:00,35,1,5002,6092.5,6098.0,6020.75,6084.0,1482958,ES.c.0,1739318400,6059.375
37,2025-02-13 00:00:00+00:00,35,1,5002,6084.0,6138.0,6053.5,6133.75,1445892,ES.c.0,1739404800,6095.75
38,2025-02-14 00:00:00+00:00,35,1,5002,6134.0,6146.75,6121.25,6134.0,956312,ES.c.0,1739491200,6134.0
39,2025-02-16 00:00:00+00:00,35,1,5002,6138.25,6139.5,6131.0,6134.75,6826,ES.c.0,1739664000,6135.25
40,2025-02-17 00:00:00+00:00,35,1,5002,6134.5,6147.25,6133.0,6141.5,97570,ES.c.0,1739750400,6140.125
41,2025-02-18 00:00:00+00:00,35,1,5002,6141.25,6157.75,6118.25,6149.5,1048416,ES.c.0,1739836800,6138.0
42,2025-02-19 00:00:00+00:00,35,1,5002,6149.5,6166.5,6129.25,6155.25,1026652,ES.c.0,1739923200,6147.875
43,2025-02-20 00:00:00+00:00,35,1,5002,6155.0,6157.5,6102.75,6137.5,1337524,ES.c.0,1740009600,6130.125
44,2025-02-21 00:00:00+00:00,35,1,5002,6137.25,6142.5,6024.5,6029.75,1821723,ES.c.0,1740096000,6083.5
45,2025-02-23 00:00:00+00:00,35,1,5002,6040.75,6052.5,6034.0,6050.25,24236,ES.c.0,1740268800,6043.25
46,2025-02-24 00:00:00+00:00,35,1,5002,6050.5,6067.5,5994.5,5999.0,1725281,ES.c.0,1740355200,6031.0
47,2025-02-25 00:00:00+00:00,35,1,5002,5999.25,6016.0,5924.0,5985.5,2141454,ES.c.0,1740441600,5970.0
48,2025-02-26 00:00:00+00:00,35,1,5002,5985.5,6023.75,5945.5,5978.5,1862312,ES.c.0,1740528000,5984.625
49,2025-02-27 00:00:00+00:00,35,1,5002,5978.25,6014.5,5873.0,5887.5,2497425,ES.c.0,1740614400,5943.75
50,2025-02-28 00:00:00+00:00,35,1,5002,5887.5,5971.0,5848.0,5958.0,2651577,ES.c.0,1740700800,5909.5
51,2025-03-02 00:00:00+00:00,35,1,5002,5967.5,5984.5,5964.25,5974.25,24096,ES.c.0,1740873600,5974.375
52,2025-03-03 00:00:00+00:00,35,1,5002,5974.5,6000.5,5821.75,5870.25,2516679,ES.c.0,1740960000,5911.125
53,2025-03-04 00:00:00+00:00,35,1,5002,5870.25,5884.0,5744.0,5834.0,3233493,ES.c.0,1741046400,5814.0
54,2025-03-05 00:00:00+00:00,35,1,5002,5834.25,5869.5,5750.75,5845.25,2208818,ES.c.0,1741132800,5810.125
55,2025-03-06 00:00:00+00:00,35,1,5002,5845.0,5850.0,5720.0,5764.75,2473309,ES.c.0,1741219200,5785.0
56,2025-03-07 00:00:00+00:00,35,1,5002,5765.0,5791.0,5673.0,5771.75,2223173,ES.c.0,1741305600,5732.0
57,2025-03-09 00:00:00+00:00,35,1,5002,5753.0,5756.25,5710.5,5733.25,53719,ES.c.0,1741478400,5733.375
58,2025-03-10 00:00:00+00:00,35,1,5002,5733.5,5757.75,5571.5,5602.0,2437157,ES.c.0,1741564800,5664.625
59,2025-03-11 00:00:00+00:00,35,1,5002,5602.25,5651.75,5534.0,5593.5,2461297,ES.c.0,1741651200,5592.875
60,2025-03-12 00:00:00+00:00,35,1,5002,5593.5,5675.0,5550.25,5620.5,1848451,ES.c.0,1741737600,5612.625
61,2025-03-13 00:00:00+00:00,35,1,5002,5620.5,5623.0,5509.25,5552.75,1886230,ES.c.0,1741824000,5566.125
62,2025-03-14 00:00:00+00:00,35,1,5002,5553.0,5648.75,5547.5,5628.75,1527708,ES.c.0,1741910400,5598.125
63,2025-03-16 00:00:00+00:00,35,1,5002,5626.75,5632.0,5602.5,5608.5,30078,ES.c.0,1742083200,5617.25
64,2025-03-17 00:00:00+00:00,35,1,5002,5608.75,5707.5,5599.0,5679.5,723022,ES.c.0,1742169600,5653.25
65,2025-03-18 00:00:00+00:00,35,1,5002,5679.75,5683.25,5600.0,5621.25,412431,ES.c.0,1742256000,5641.625
66,2025-03-19 00:00:00+00:00,35,1,5002,5621.25,5718.5,5606.25,5696.25,285688,ES.c.0,1742342400,5662.375
67,2025-03-20 00:00:00+00:00,35,1,5002,5696.0,5714.25,5631.5,5665.0,184424,ES.c.0,1742428800,5672.875
68,2025-03-21 00:00:00+00:00,35,1,5002,5664.75,5674.25,5597.5,5615.0,13451,ES.c.0,1742515200,5635.875
69,2025-03-23 00:00:00+00:00,35,1,4916,5740.0,5754.5,5739.0,5752.5,34273,ES.c.0,1742688000,5746.75
70,2025-03-24 00:00:00+00:00,35,1,4916,5752.5,5825.5,5750.75,5811.5,1313485,ES.c.0,1742774400,5788.125
71,2025-03-25 00:00:00+00:00,35,1,4916,5811.75,5837.25,5802.25,5832.75,1015486,ES.c.0,1742860800,5819.75
72,2025-03-26 00:00:00+00:00,35,1,4916,5832.5,5836.5,5730.0,5747.25,1436530,ES.c.0,1742947200,5783.25
73,2025-03-27 00:00:00+00:00,35,1,4916,5747.25,5779.75,5720.0,5736.0,1488615,ES.c.0,1743033600,5749.875
74,2025-03-28 00:00:00+00:00,35,1,4916,5736.0,5747.75,5602.25,5602.5,1814650,ES.c.0,1743120000,5675.0
75,2025-03-30 00:00:00+00:00,35,1,4916,5590.0,5600.0,5580.25,5593.0,44957,ES.c.0,1743292800,5590.125
76,2025-03-31 00:00:00+00:00,35,1,4916,5592.75,5672.75,5533.75,5635.75,2080504,ES.c.0,1743379200,5603.25
77,2025-04-01 00:00:00+00:00,35,1,4916,5635.5,5695.75,5600.25,5682.75,1802655,ES.c.0,1743465600,5648.0
78,2025-04-02 00:00:00+00:00,35,1,4916,5682.75,5773.25,5481.0,5512.0,2071140,ES.c.0,1743552000,5627.125
79,2025-04-03 00:00:00+00:00,35,1,4916,5512.25,5564.75,5407.5,5422.25,2271412,ES.c.0,1743638400,5486.125
80,2025-04-04 00:00:00+00:00,35,1,4916,5422.5,5435.0,5074.0,5096.75,3416811,ES.c.0,1743724800,5254.5
81,2025-04-06 00:00:00+00:00,35,1,4916,5007.0,5007.0,4832.0,4913.75,166223,ES.c.0,1743897600,4919.5
82,2025-04-07 00:00:00+00:00,35,1,4916,4914.25,5286.5,4842.5,5148.25,3367201,ES.c.0,1743984000,5064.5
83,2025-04-08 00:00:00+00:00,35,1,4916,5148.0,5305.25,4927.25,4956.75,2347788,ES.c.0,1744070400,5116.25
84,2025-04-09 00:00:00+00:00,35,1,4916,4956.5,5528.75,4871.75,5514.75,2846541,ES.c.0,1744156800,5200.25
85,2025-04-10 00:00:00+00:00,35,1,4916,5514.25,5518.0,5146.75,5274.5,2380002,ES.c.0,1744243200,5332.375
86,2025-04-11 00:00:00+00:00,35,1,4916,5274.25,5418.25,5206.0,5395.75,1640161,ES.c.0,1744329600,5312.125
87,2025-04-13 00:00:00+00:00,35,1,4916,5452.5,5474.75,5410.0,5429.75,41164,ES.c.0,1744502400,5442.375
88,2025-04-14 00:00:00+00:00,35,1,4916,5430.0,5497.75,5391.0,5421.5,1215822,ES.c.0,1744588800,5444.375
89,2025-04-15 00:00:00+00:00,35,1,4916,5421.25,5485.0,5375.0,5386.25,1117691,ES.c.0,1744675200,5430.0
90,2025-04-16 00:00:00+00:00,35,1,4916,5386.25,5425.0,5251.0,5307.75,1481978,ES.c.0,1744761600,5338.0
91,2025-04-17 00:00:00+00:00,35,1,4916,5307.75,5371.25,5285.5,5326.5,1275548,ES.c.0,1744848000,5328.375
92,2025-04-20 00:00:00+00:00,35,1,4916,5283.75,5306.75,5279.0,5293.0,18404,ES.c.0,1745107200,5292.875
93,2025-04-21 00:00:00+00:00,35,1,4916,5292.75,5303.25,5127.25,5205.25,1137301,ES.c.0,1745193600,5215.25
94,2025-04-22 00:00:00+00:00,35,1,4916,5205.5,5424.0,5198.0,5412.5,1553356,ES.c.0,1745280000,5311.0
95,2025-04-23 00:00:00+00:00,35,1,4916,5412.75,5499.75,5378.0,5412.0,1696676,ES.c.0,1745366400,5438.875
96,2025-04-24 00:00:00+00:00,35,1,4916,5411.75,5541.5,5355.25,5528.25,1346417,ES.c.0,1745452800,5448.375
97,2025-04-25 00:00:00+00:00,35,1,4916,5528.25,5562.25,5480.25,5552.5,1250235,ES.c.0,1745539200,5521.25
98,2025-04-27 00:00:00+00:00,35,1,4916,5544.0,5547.5,5527.0,5530.75,15099,ES.c.0,1745712000,5537.25
99,2025-04-28 00:00:00+00:00,35,1,4916,5531.0,5578.75,5492.0,5555.25,1128575,ES.c.0,1745798400,5535.375
100,2025-04-29 00:00:00+00:00,35,1,4916,5555.0,5597.25,5521.5,5571.5,1164602,ES.c.0,1745884800,5559.375
101,2025-04-30 00:00:00+00:00,35,1,4916,5571.5,5639.25,5455.5,5634.25,1732258,ES.c.0,1745971200,5547.375
102,2025-05-01 00:00:00+00:00,35,1,4916,5634.5,5682.5,5601.0,5611.75,1290358,ES.c.0,1746057600,5641.75
103,2025-05-02 00:00:00+00:00,35,1,4916,5611.75,5724.75,5605.5,5710.5,1301859,ES.c.0,1746144000,5665.125
104,2025-05-04 00:00:00+00:00,35,1,4916,5705.0,5705.25,5671.0,5678.0,18489,ES.c.0,1746316800,5688.125
105,2025-05-05 00:00:00+00:00,35,1,4916,5678.25,5706.25,5655.25,5666.5,941889,ES.c.0,1746403200,5680.75
106,2025-05-06 00:00:00+00:00,35,1,4916,5666.5,5689.75,5605.0,5671.75,1289441,ES.c.0,1746489600,5647.375
107,2025-05-07 00:00:00+00:00,35,1,4916,5671.5,5681.5,5596.0,5645.75,1286509,ES.c.0,1746576000,5638.75
108,2025-05-08 00:00:00+00:00,35,1,4916,5646.0,5741.0,5641.25,5679.5,1354857,ES.c.0,1746662400,5691.125
109,2025-05-09 00:00:00+00:00,35,1,4916,5679.0,5715.25,5662.5,5684.0,972791,ES.c.0,1746748800,5688.875
110,2025-05-11 00:00:00+00:00,35,1,4916,5761.0,5768.5,5734.25,5745.75,39919,ES.c.0,1746921600,5751.375
111,2025-05-12 00:00:00+00:00,35,1,4916,5745.5,5876.25,5743.5,5856.75,1643390,ES.c.0,1747008000,5809.875
112,2025-05-13 00:00:00+00:00,35,1,4916,5856.75,5927.0,5835.75,5907.75,1261275,ES.c.0,1747094400,5881.375
113,2025-05-14 00:00:00+00:00,35,1,4916,5907.5,5925.0,5890.0,5896.75,1142944,ES.c.0,1747180800,5907.5
114,2025-05-15 00:00:00+00:00,35,1,4916,5896.5,5944.5,5867.0,5936.0,1219819,ES.c.0,1747267200,5905.75
115,2025-05-16 00:00:00+00:00,35,1,4916,5936.0,5977.5,5923.0,5948.5,1065834,ES.c.0,1747353600,5950.25
