,ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol,epoch_ts,mid
116,2025-05-18 00:00:00+00:00,35,1,4916,5930.25,5948.0,5920.0,5940.5,23889,ES.c.0,1747526400,5934.0
117,2025-05-19 00:00:00+00:00,35,1,4916,5940.75,5993.5,5892.75,5987.25,1179552,ES.c.0,1747612800,5943.125
118,2025-05-20 00:00:00+00:00,35,1,4916,5987.0,5991.0,5926.75,5955.0,1058501,ES.c.0,1747699200,5958.875
119,2025-05-21 00:00:00+00:00,35,1,4916,5955.0,5958.25,5847.75,5860.5,1468313,ES.c.0,1747785600,5903.0
120,2025-05-22 00:00:00+00:00,35,1,4916,5860.75,5895.0,5828.75,5859.5,1353317,ES.c.0,1747872000,5861.875
121,2025-05-23 00:00:00+00:00,35,1,4916,5859.75,5871.5,5756.5,5814.75,1448161,ES.c.0,1747958400,5814.0
122,2025-05-25 00:00:00+00:00,35,1,4916,5820.0,5876.75,5813.0,5865.5,29737,ES.c.0,1748131200,5844.875
123,2025-05-26 00:00:00+00:00,35,1,4916,5865.5,5895.0,5861.5,5879.0,120008,ES.c.0,1748217600,5878.25
124,2025-05-27 00:00:00+00:00,35,1,4916,5879.0,5941.75,5862.5,5937.5,1085637,ES.c.0,1748304000,5902.125
125,2025-05-28 00:00:00+00:00,35,1,4916,5937.25,5997.5,5890.0,5991.75,1185350,ES.c.0,1748390400,5943.75
126,2025-05-29 00:00:00+00:00,35,1,4916,5992.0,6008.0,5884.0,5904.5,1314153,ES.c.0,1748476800,5946.0
127,2025-05-30 00:00:00+00:00,35,1,4916,5904.5,5932.75,5853.25,5913.75,1534039,ES.c.0,1748563200,5893.0
128,2025-06-01 00:00:00+00:00,35,1,4916,5898.75,5909.25,5893.25,5898.75,15850,ES.c.0,1748736000,5901.25
129,2025-06-02 00:00:00+00:00,35,1,4916,5899.0,5955.5,5867.5,5935.0,1149242,ES.c.0,1748822400,5911.5
130,2025-06-03 00:00:00+00:00,35,1,4916,5935.25,5991.25,5909.25,5983.5,1101779,ES.c.0,1748908800,5950.25
131,2025-06-04 00:00:00+00:00,35,1,4916,5983.5,5999.0,5972.25,5974.0,1047402,ES.c.0,1748995200,5985.625
132,2025-06-05 00:00:00+00:00,35,1,4916,5974.25,6016.5,5928.75,5947.0,1518432,ES.c.0,1749081600,5972.625
133,2025-06-06 00:00:00+00:00,35,1,4916,5946.75,6025.0,5946.75,6010.0,1197561,ES.c.0,1749168000,5985.875
134,2025-06-08 00:00:00+00:00,35,1,4916,6010.0,6015.75,5995.0,6003.0,14568,ES.c.0,1749340800,6005.375
135,2025-06-09 00:00:00+00:00,35,1,4916,6003.25,6027.75,5992.25,6013.5,821394,ES.c.0,1749427200,6010.0
136,2025-06-10 00:00:00+00:00,35,1,4916,6013.5,6052.25,5991.25,6041.5,1013167,ES.c.0,1749513600,6021.75
137,2025-06-11 00:00:00+00:00,35,1,4916,6041.5,6074.75,6006.25,6018.5,1467356,ES.c.0,1749600000,6040.5
138,2025-06-12 00:00:00+00:00,35,1,4916,6018.75,6051.25,5987.75,6014.5,1143708,ES.c.0,1749686400,6019.5
139,2025-06-13 00:00:00+00:00,35,1,4916,6014.5,6029.75,5927.5,5978.25,1499392,ES.c.0,1749772800,5978.625
140,2025-06-15 00:00:00+00:00,35,1,4916,5949.0,5990.5,5944.0,5988.25,24087,ES.c.0,1749945600,5967.25
141,2025-06-16 00:00:00+00:00,35,1,4916,5988.0,6055.25,5982.75,5999.25,537189,ES.c.0,1750032000,6019.0
142,2025-06-17 00:00:00+00:00,35,1,4916,5999.25,6027.0,5964.75,5971.0,263404,ES.c.0,1750118400,5995.875
143,2025-06-18 00:00:00+00:00,35,1,4916,5971.25,6020.75,5971.0,5981.0,184155,ES.c.0,1750204800,5995.875
144,2025-06-19 00:00:00+00:00,35,1,4916,5981.5,5981.75,5918.25,5964.0,27665,ES.c.0,1750291200,5950.0
145,2025-06-20 00:00:00+00:00,35,1,4916,5965.25,6019.25,5955.0,6009.25,10420,ES.c.0,1750377600,5987.125
146,2025-06-22 00:00:00+00:00,35,1,14160,5964.0,6007.75,5959.0,5999.25,42569,ES.c.0,1750550400,5983.375
147,2025-06-23 00:00:00+00:00,35,1,14160,5999.25,6113.0,5989.0,6108.5,1292867,ES.c.0,1750636800,6051.0
148,2025-06-24 00:00:00+00:00,35,1,14160,6109.0,6155.25,6099.25,6146.0,973972,ES.c.0,1750723200,6127.25
149,2025-06-25 00:00:00+00:00,35,1,14160,6146.25,6160.25,6130.75,6146.5,858516,ES.c.0,1750809600,6145.5
150,2025-06-26 00:00:00+00:00,35,1,14160,6146.75,6205.25,6144.5,6196.5,965443,ES.c.0,1750896000,6174.875
151,2025-06-27 00:00:00+00:00,35,1,14160,6196.75,6239.0,6183.25,6220.75,1254063,ES.c.0,1750982400,6211.125
152,2025-06-29 00:00:00+00:00,35,1,14160,6223.25,6245.0,6223.25,6238.0,24661,ES.c.0,1751155200,6234.125
153,2025-06-30 00:00:00+00:00,35,1,14160,6238.0,6265.5,6224.25,6250.0,1238704,ES.c.0,1751241600,6244.875
154,2025-07-01 00:00:00+00:00,35,1,14160,6250.25,6261.5,6227.25,6252.0,1261367,ES.c.0,1751328000,6244.375
155,2025-07-02 00:00:00+00:00,35,1,14160,6252.0,6279.5,6235.5,6277.5,982852,ES.c.0,1751414400,6257.5
156,2025-07-03 00:00:00+00:00,35,1,14160,6277.5,6333.25,6270.5,6315.25,682175,ES.c.0,1751500800,6301.875
157,2025-07-04 00:00:00+00:00,35,1,14160,6315.25,6318.5,6276.5,6283.5,113116,ES.c.0,1751587200,6297.5
158,2025-07-06 00:00:00+00:00,35,1,14160,6307.75,6313.0,6295.5,6301.25,18116,ES.c.0,1751760000,6304.25
159,2025-07-07 00:00:00+00:00,35,1,14160,6301.25,6315.0,6246.25,6268.25,1189729,ES.c.0,1751846400,6280.625
160,2025-07-08 00:00:00+00:00,35,1,14160,6268.25,6289.0,6262.5,6270.5,1023168,ES.c.0,1751932800,6275.75
161,2025-07-09 00:00:00+00:00,35,1,14160,6270.25,6315.25,6260.0,6303.5,1093868,ES.c.0,1752019200,6287.625
162,2025-07-10 00:00:00+00:00,35,1,14160,6303.25,6335.5,6287.5,6329.75,888248,ES.c.0,1752105600,6311.5
163,2025-07-11 00:00:00+00:00,35,1,14160,6329.75,6329.75,6276.75,6294.0,1040059,ES.c.0,1752192000,6303.25
164,2025-07-13 00:00:00+00:00,35,1,14160,6274.0,6280.5,6263.0,6275.5,27334,ES.c.0,1752364800,6271.75
165,2025-07-14 00:00:00+00:00,35,1,14160,6275.5,6315.0,6259.75,6304.0,859239,ES.c.0,1752451200,6287.375
166,2025-07-15 00:00:00+00:00,35,1,14160,6304.0,6343.0,6264.25,6272.5,1237724,ES.c.0,1752537600,6303.625
167,2025-07-16 00:00:00+00:00,35,1,14160,6272.5,6308.75,6241.0,6293.0,1405088,ES.c.0,1752624000,6274.875
168,2025-07-17 00:00:00+00:00,35,1,14160,6293.25,6350.75,6288.25,6349.25,981689,ES.c.0,1752710400,6319.5
169,2025-07-18 00:00:00+00:00,35,1,14160,6349.25,6357.0,6323.25,6335.25,967630,ES.c.0,1752796800,6340.125
170,2025-07-20 00:00:00+00:00,35,1,14160,6335.75,6343.0,6329.75,6342.75,10819,ES.c.0,1752969600,6336.375
171,2025-07-21 00:00:00+00:00,35,1,14160,6342.75,6374.0,6338.75,6348.25,888003,ES.c.0,1753056000,6356.375
172,2025-07-22 00:00:00+00:00,35,1,14160,6348.0,6364.25,6318.75,6362.0,1105579,ES.c.0,1753142400,6341.5
173,2025-07-23 00:00:00+00:00,35,1,14160,6362.0,6407.25,6349.0,6404.0,1139688,ES.c.0,1753228800,6378.125
174,2025-07-24 00:00:00+00:00,35,1,14160,6403.75,6418.25,6391.5,6411.25,1020315,ES.c.0,1753315200,6404.875
175,2025-07-25 00:00:00+00:00,35,1,14160,6411.25,6431.0,6401.0,6428.25,764701,ES.c.0,1753401600,6416.0
176,2025-07-27 00:00:00+00:00,35,1,14160,6450.0,6455.0,6442.75,6447.75,20954,ES.c.0,1753574400,6448.875
177,2025-07-28 00:00:00+00:00,35,1,14160,6447.75,6457.75,6408.75,6428.25,899970,ES.c.0,1753660800,6433.25
178,2025-07-29 00:00:00+00:00,35,1,14160,6428.25,6442.5,6396.25,6407.75,1076047,ES.c.0,1753747200,6419.375
179,2025-07-30 00:00:00+00:00,35,1,14160,6407.75,6446.75,6366.75,6442.5,1247133,ES.c.0,1753833600,6406.75
180,2025-07-31 00:00:00+00:00,35,1,14160,6442.25,6468.5,6350.25,6362.75,1756804,ES.c.0,1753920000,6409.375
181,2025-08-01 00:00:00+00:00,35,1,14160,6362.5,6372.5,6239.5,6263.25,2175971,ES.c.0,1754006400,6306.0
182,2025-08-03 00:00:00+00:00,35,1,14160,6257.0,6272.5,6251.25,6271.25,25368,ES.c.0,1754179200,6261.875
183,2025-08-04 00:00:00+00:00,35,1,14160,6271.25,6371.75,6269.75,6364.0,1211388,ES.c.0,1754265600,6320.75
184,2025-08-05 00:00:00+00:00,35,1,14160,6364.0,6377.5,6313.25,6316.75,1361712,ES.c.0,1754352000,6345.375
185,2025-08-06 00:00:00+00:00,35,1,14160,6316.5,6387.5,6316.0,6380.5,1171380,ES.c.0,1754438400,6351.75
186,2025-08-07 00:00:00+00:00,35,1,14160,6380.25,6426.75,6334.5,6377.0,1383685,ES.c.0,1754524800,6380.625
187,2025-08-08 00:00:00+00:00,35,1,14160,6376.75,6425.75,6369.25,6425.25,1122527,ES.c.0,1754611200,6397.5
188,2025-08-10 00:00:00+00:00,35,1,14160,6422.75,6425.5,6413.0,6414.75,14281,ES.c.0,1754784000,6419.25
189,2025-08-11 00:00:00+00:00,35,1,14160,6414.75,6431.5,6387.5,6398.75,1026841,ES.c.0,1754870400,6409.5
190,2025-08-12 00:00:00+00:00,35,1,14160,6398.75,6474.75,6391.25,6471.25,1224636,ES.c.0,1754956800,6433.0
191,2025-08-13 00:00:00+00:00,35,1,14160,6471.25,6502.5,6461.0,6487.25,1051543,ES.c.0,1755043200,6481.75
192,2025-08-14 00:00:00+00:00,35,1,14160,6487.5,6496.0,6453.25,6490.5,1141131,ES.c.0,1755129600,6474.625
193,2025-08-15 00:00:00+00:00,35,1,14160,6490.75,6508.75,6461.5,6467.25,1045118,ES.c.0,1755216000,6485.125
194,2025-08-17 00:00:00+00:00,35,1,14160,6467.0,6482.75,6466.25,6480.5,10255,ES.c.0,1755388800,6474.5
195,2025-08-18 00:00:00+00:00,35,1,14160,6480.5,6484.25,6456.0,6471.5,824775,ES.c.0,1755475200,6470.125
196,2025-08-19 00:00:00+00:00,35,1,14160,6471.5,6476.25,6419.25,6427.25,1172619,ES.c.0,1755561600,6447.75
197,2025-08-20 00:00:00+00:00,35,1,14160,6427.5,6430.75,6362.75,6411.25,1523721,ES.c.0,1755648000,6396.75
198,2025-08-21 00:00:00+00:00,35,1,14160,6411.0,6419.0,6370.25,6398.25,1154765,ES.c.0,1755734400,6394.625
199,2025-08-22 00:00:00+00:00,35,1,14160,6398.0,6496.25,6364.0,6484.75,1340441,ES.c.0,1755820800,6430.125
200,2025-08-24 00:00:00+00:00,35,1,14160,6493.0,6494.0,6479.0,6483.0,11274,ES.c.0,1755993600,6486.5
201,2025-08-25 00:00:00+00:00,35,1,14160,6483.25,6487.25,6453.0,6460.0,896069,ES.c.0,1756080000,6470.125
202,2025-08-26 00:00:00+00:00,35,1,14160,6459.75,6488.75,6430.75,6486.25,1043533,ES.c.0,1756166400,6459.75
203,2025-08-27 00:00:00+00:00,35,1,14160,6486.5,6505.5,6459.25,6476.0,920433,ES.c.0,1756252800,6482.375
204,2025-08-28 00:00:00+00:00,35,1,14160,6475.75,6523.0,6471.0,6514.25,1094254,ES.c.0,1756339200,6497.0
205,2025-08-29 00:00:00+00:00,35,1,14160,6514.0,6516.75,6455.5,6474.0,1265078,ES.c.0,1756425600,6486.125
206,2025-08-31 00:00:00+00:00,35,1,14160,6478.75,6489.75,6474.25,6488.25,9982,ES.c.0,1756598400,6482.0
207,2025-09-01 00:00:00+00:00,35,1,14160,6488.25,6491.5,6459.5,6469.75,118987,ES.c.0,1756684800,6475.5
208,2025-09-02 00:00:00+00:00,35,1,14160,6470.0,6476.25,6371.75,6435.0,1620300,ES.c.0,1756771200,6424.0
209,2025-09-03 00:00:00+00:00,35,1,14160,6434.75,6464.25,6425.5,6455.75,1377851,ES.c.0,1756857600,6444.875
210,2025-09-04 00:00:00+00:00,35,1,14160,6455.75,6518.0,6454.5,6515.75,1116614,ES.c.0,1756944000,6486.25
211,2025-09-05 00:00:00+00:00,35,1,14160,6515.75,6541.75,6452.0,6488.75,1626134,ES.c.0,1757030400,6496.875
212,2025-09-07 00:00:00+00:00,35,1,14160,6483.75,6506.0,6480.25,6505.0,21592,ES.c.0,1757203200,6493.125
213,2025-09-08 00:00:00+00:00,35,1,14160,6505.0,6516.5,6490.25,6509.5,1095135,ES.c.0,1757289600,6503.375
214,2025-09-09 00:00:00+00:00,35,1,14160,6509.75,6537.25,6489.25,6529.75,1118003,ES.c.0,1757376000,6513.25
215,2025-09-10 00:00:00+00:00,35,1,14160,6529.75,6565.25,6522.5,6545.5,1282564,ES.c.0,1757462400,6543.875
216,2025-09-11 00:00:00+00:00,35,1,14160,6545.5,6600.0,6535.5,6593.0,1131156,ES.c.0,1757548800,6567.75
217,2025-09-12 00:00:00+00:00,35,1,14160,6593.0,6606.0,6576.0,6588.5,938395,ES.c.0,1757635200,6591.0
218,2025-09-14 00:00:00+00:00,35,1,14160,6588.25,6592.5,6586.25,6588.0,4429,ES.c.0,1757808000,6589.375
219,2025-09-15 00:00:00+00:00,35,1,14160,6588.25,6623.5,6585.25,6620.25,431638,ES.c.0,1757894400,6604.375
220,2025-09-16 00:00:00+00:00,35,1,14160,6620.25,6639.0,6604.25,6615.25,224622,ES.c.0,1757980800,6621.625
221,2025-09-17 00:00:00+00:00,35,1,14160,6615.25,6629.0,6554.0,6625.25,249190,ES.c.0,1758067200,6591.5
222,2025-09-18 00:00:00+00:00,35,1,14160,6625.75,6662.0,6613.0,6645.5,131559,ES.c.0,1758153600,6637.5
223,2025-09-19 00:00:00+00:00,35,1,14160,6645.75,6660.75,6622.75,6657.25,7216,ES.c.0,1758240000,6641.75
224,2025-09-21 00:00:00+00:00,35,1,294973,6716.0,6721.25,6712.25,6714.75,9365,ES.c.0,1758412800,6716.75
225,2025-09-22 00:00:00+00:00,35,1,294973,6714.75,6756.75,6695.25,6751.0,1015814,ES.c.0,1758499200,6726.0
226,2025-09-23 00:00:00+00:00,35,1,294973,6751.0,6756.5,6701.75,6717.75,1209511,ES.c.0,1758585600,6729.125
227,2025-09-24 00:00:00+00:00,35,1,294973,6717.75,6728.75,6678.0,6698.5,1186879,ES.c.0,1758672000,6703.375
228,2025-09-25 00:00:00+00:00,35,1,294973,6698.25,6705.25,6624.25,6659.0,1638904,ES.c.0,1758758400,6664.75
229,2025-09-26 00:00:00+00:00,35,1,294973,6658.75,6703.75,6653.25,6697.75,1263922,ES.c.0,1758844800,6678.5
230,2025-09-28 00:00:00+00:00,35,1,294973,6697.0,6707.5,6696.75,6705.75,11334,ES.c.0,1759017600,6702.125
231,2025-09-29 00:00:00+00:00,35,1,294973,6705.75,6736.0,6696.25,6711.25,1136394,ES.c.0,1759104000,6716.125
